ortho_id	clade1	clade2	clade3	clade4
clust_0893	0.636363636363636	1	0.928571428571429	1
clust_0894	0.818181818181818	1	0.785714285714286	1
clust_0895	0.636363636363636	1	0.928571428571429	1
clust_0896	0.727272727272727	1	0.857142857142857	1
clust_0897	0.545454545454545	1	1	1
clust_0898	0.818181818181818	1	0.785714285714286	1
clust_0899	0.636363636363636	1	0.928571428571429	1
clust_0900	0.545454545454545	1	1	1
clust_0901	0.909090909090909	0.875	0.928571428571429	0
clust_0902	1	0.75	0.785714285714286	1
clust_0903	1.09090909090909	1.5	0.214285714285714	1
clust_0904	1	0.5	1	0
clust_0905	0.909090909090909	0.5	0.857142857142857	1.5
clust_0906	0.727272727272727	1	0.785714285714286	1
clust_0907	0.636363636363636	1	0.857142857142857	1
clust_0908	0.454545454545455	1	1	1
clust_0909	1	0.5	1	0
clust_0910	0.545454545454545	1	0.928571428571429	1
clust_0911	0.454545454545455	1	1	1
clust_0912	1	0.5	1	0
clust_0913	0.727272727272727	1	0.785714285714286	1
clust_0914	0.818181818181818	0.875	0.857142857142857	0.5
clust_0915	0.909090909090909	0.875	0.857142857142857	0
clust_0916	0.909090909090909	0.875	0.857142857142857	0
clust_0917	1	0.5	1	0
clust_0918	1	0.5	1	0
clust_0919	1	0.5	1	0
clust_0920	1	0.5	1	0
clust_0921	1	0.5	1	0
clust_0922	0.636363636363636	1.125	0.714285714285714	1
clust_0923	1.09090909090909	0.5	0.714285714285714	1
clust_0924	0.727272727272727	0.5	1	1
clust_0925	0.636363636363636	1	0.785714285714286	1
clust_0926	0.636363636363636	1	0.857142857142857	0.5
clust_0927	0.454545454545455	1	0.928571428571429	1
clust_0928	0.545454545454545	1	0.857142857142857	1
clust_0929	0.454545454545455	1	0.928571428571429	1
clust_0930	1	0.5	0.928571428571429	0
clust_0931	0.909090909090909	0.5	1	0
clust_0932	1	0.5	0.928571428571429	0
clust_0933	0.909090909090909	0.5	1	0
clust_0934	1	0.375	1	0
clust_0935	1	0.25	1	0
clust_0936	1	1	0.428571428571429	1
clust_0937	1	1	0.428571428571429	1
clust_0938	1	0	1	1
clust_0939	1	0.625	0.785714285714286	0
clust_0940	1	0	1	1
clust_0941	1	0	1	1
clust_0942	1	0	1	1
clust_0943	1	0	1.14285714285714	0
clust_0944	1	0.75	0.714285714285714	0
clust_0945	1	0.875	0.571428571428571	0
clust_0946	0.272727272727273	1	0.928571428571429	1
clust_0947	0.363636363636364	1	0.857142857142857	1
clust_0948	0.909090909090909	0.75	0.714285714285714	0
clust_0949	1	0.125	1	0
clust_0950	0.727272727272727	0.5	1	0
clust_0951	0.727272727272727	0.5	1	0
clust_0952	1	0	1.07142857142857	0
clust_0953	1	0.125	1	0
clust_0954	1	0	1.07142857142857	0
clust_0955	0.272727272727273	1	0.857142857142857	1
clust_0956	1	0	1	0
clust_0957	1	0	1	0
clust_0958	0.0909090909090909	1	1	1
clust_0959	1	0	1	0
clust_0960	1	0	1	0
clust_0961	0.181818181818182	1	0.928571428571429	1
clust_0962	1	0	1	0
clust_0963	0.909090909090909	0.75	0.5	1
clust_0964	1	0	1	0
clust_0965	1	0	1	0
clust_0966	1	0	1	0
clust_0967	1	0	1	0
clust_0968	0.909090909090909	0.25	0.785714285714286	1
clust_0969	1	0	1	0
clust_0970	1	0	1	0
clust_0971	1	0	1	0
clust_0972	1	0	1	0
clust_0973	0.545454545454545	0.375	1	1
clust_0974	1	0	1	0
clust_0975	1	0	1	0
clust_0976	1	0	1	0
clust_0977	1	0	1	0
clust_0978	1	0	1	0
clust_0979	1	0	1	0
clust_0980	1	0	1	0
clust_0981	1	0	1	0
clust_0982	1	0	1	0
clust_0983	1	0	1	0
clust_0984	1	0	1	0
clust_0985	1	0	1	0
clust_0986	1	0	1	0
clust_0987	1	0	1	0
clust_0988	1	0	1	0
clust_0989	1	0	1	0
clust_0990	1	0	1	0
clust_0991	1	0	1	0
clust_0992	1	0	1	0
clust_0993	1	0	1	0
clust_0994	1	0	1	0
clust_0995	1	0	1	0
clust_0996	1	0	1	0
clust_0997	1	0	1	0
clust_0998	0.636363636363636	0.5	0.928571428571429	0
clust_0999	0	1	1	1
clust_1000	0	1	1	1
clust_1001	0	1	1	1
clust_1002	0	1	1	1
clust_1003	1	0	0.928571428571429	0
clust_1004	0	0.5	1.14285714285714	2
clust_1005	0	1	1	1
clust_1006	0	1	1	1
clust_1007	0.0909090909090909	1	0.928571428571429	1
clust_1008	0.363636363636364	1	0.857142857142857	0
clust_1009	0.545454545454545	0.625	0.928571428571429	0
clust_1010	0.545454545454545	0.625	0.928571428571429	0
clust_1011	0.545454545454545	0.625	0.928571428571429	0
clust_1012	0.545454545454545	0.625	0.928571428571429	0
clust_1013	0.272727272727273	1	0.785714285714286	1
clust_1014	0.909090909090909	0	1	0
clust_1015	0.909090909090909	0	1	0
clust_1016	0.909090909090909	0	1	0
clust_1017	0.909090909090909	0	1	0
clust_1018	0.909090909090909	0.375	0.642857142857143	1
clust_1019	0.909090909090909	0	1	0
clust_1020	0.909090909090909	0	1	0
clust_1021	0.909090909090909	0	1	0
clust_1022	0.545454545454545	0.625	0.928571428571429	0
clust_1023	0.363636363636364	0.75	0.857142857142857	1
clust_1024	0.909090909090909	0	1	0
clust_1025	0.272727272727273	1	0.714285714285714	1
clust_1026	0	0.875	1	1
clust_1027	0.636363636363636	0.625	0.642857142857143	1
clust_1028	0.636363636363636	0.625	0.642857142857143	1
clust_1029	0.636363636363636	0.625	0.642857142857143	1
clust_1030	0.636363636363636	0.625	0.642857142857143	1
clust_1031	0.636363636363636	0.625	0.642857142857143	1
clust_1032	0.636363636363636	0.625	0.642857142857143	1
clust_1033	0.727272727272727	0.375	0.857142857142857	0
clust_1034	1	1	0.142857142857143	1
clust_1035	0.272727272727273	1	0.714285714285714	1
clust_1036	0.272727272727273	1	0.714285714285714	1
clust_1037	0.545454545454545	0.375	0.857142857142857	1
clust_1038	0.636363636363636	0.375	0.928571428571429	0
clust_1039	1	0	0.714285714285714	1
clust_1040	0.818181818181818	0.25	0.785714285714286	0
clust_1041	0.545454545454545	0.5	0.714285714285714	1
clust_1042	0.545454545454545	0.625	0.642857142857143	1
clust_1043	0.545454545454545	0.625	0.642857142857143	1
clust_1044	0.0909090909090909	1	0.928571428571429	0
clust_1045	0.545454545454545	0.75	0.642857142857143	0.5
clust_1046	0.454545454545455	0.375	0.857142857142857	1
clust_1047	0.181818181818182	1	0.857142857142857	0
clust_1048	0.181818181818182	1	0.714285714285714	1
clust_1049	0.545454545454545	0.25	0.857142857142857	1
clust_1050	1	0	0.785714285714286	0
clust_1051	0.727272727272727	0	1	0
clust_1052	1	0.25	0.5	1
clust_1053	0	0	1.5	0
clust_1054	0.181818181818182	1	0.714285714285714	0.5
clust_1055	0	1	0.785714285714286	1
clust_1056	1	0	0.714285714285714	0
clust_1057	0.545454545454545	0.5	0.428571428571429	2
clust_1058	0.818181818181818	0.25	0.642857142857143	0
clust_1059	0.818181818181818	0.25	0.642857142857143	0
clust_1060	0.363636363636364	1.125	0.5	0
clust_1061	0.909090909090909	0.625	0.214285714285714	1
clust_1062	0.181818181818182	0.5	0.857142857142857	1
clust_1063	0.909090909090909	0.625	0.357142857142857	0
clust_1064	0.181818181818182	1	0.714285714285714	0
clust_1065	0.636363636363636	0.375	0.571428571428571	1
clust_1066	0.181818181818182	1	0.714285714285714	0
clust_1067	0.363636363636364	0.875	0.5	1
clust_1068	0.454545454545455	0.25	0.928571428571429	0
clust_1069	0.818181818181818	0.25	0.642857142857143	0
clust_1070	0.818181818181818	0.25	0.642857142857143	0
clust_1071	0.454545454545455	0.25	0.928571428571429	0
clust_1072	0.636363636363636	0	0.928571428571429	0
clust_1073	0.545454545454545	0	1	0
clust_1074	0.636363636363636	0	0.928571428571429	0
clust_1075	0	0.625	0.928571428571429	1
clust_1076	0.727272727272727	0.625	0.285714285714286	1
clust_1077	0.272727272727273	0.5	0.714285714285714	1
clust_1078	0.454545454545455	0.5	0.714285714285714	0
clust_1079	0.545454545454545	0.75	0.5	0
clust_1080	0	0.625	0.857142857142857	1
clust_1081	0	0.625	0.857142857142857	1
clust_1082	0.181818181818182	0	1.14285714285714	0
clust_1083	0.727272727272727	0.75	0.142857142857143	1
clust_1084	0	0.5	0.857142857142857	1
clust_1085	0	0.5	0.857142857142857	1
clust_1086	0	0.5	0.857142857142857	1
clust_1087	0	0.5	0.857142857142857	1
clust_1088	0.545454545454545	1	0.142857142857143	1
clust_1089	1	0.25	0.214285714285714	1
clust_1090	0.636363636363636	0	0.785714285714286	0
clust_1091	0.181818181818182	1.125	0.428571428571429	0.5
clust_1092	0.363636363636364	0	0.857142857142857	1
clust_1093	0.909090909090909	0	0.571428571428571	0
clust_1094	0.363636363636364	0.5	0.571428571428571	1
clust_1095	0.545454545454545	0.375	0.642857142857143	0
clust_1096	0	0.5	0.857142857142857	1
clust_1097	0.545454545454545	0.5	0.571428571428571	0
clust_1098	0.909090909090909	0	0.5	0
clust_1099	0.909090909090909	0	0.5	0
clust_1100	0.272727272727273	0.25	0.857142857142857	0
clust_1101	0.272727272727273	0.25	0.857142857142857	0
clust_1102	0.636363636363636	0.25	0.571428571428571	0
clust_1103	0.636363636363636	0.25	0.571428571428571	0
clust_1104	0.636363636363636	0.875	0.0714285714285714	1
clust_1105	0.636363636363636	0.5	0.285714285714286	1
clust_1106	0.181818181818182	0.5	0.642857142857143	1
clust_1107	0.545454545454545	0.25	0.5	1
clust_1108	0.363636363636364	0.5	0.5	1
clust_1109	0.454545454545455	0	0.857142857142857	0
clust_1110	0.0909090909090909	0.25	1	0
clust_1111	0.454545454545455	0.125	0.785714285714286	0
clust_1112	0.363636363636364	0.375	0.714285714285714	0
clust_1113	0.454545454545455	0.125	0.785714285714286	0
clust_1114	0.909090909090909	0	0.5	0
clust_1115	0.545454545454545	0	0.785714285714286	0
clust_1116	0.363636363636364	0.75	0.357142857142857	1
clust_1117	0.636363636363636	0.75	0.0714285714285714	1
clust_1118	0.454545454545455	0.125	0.571428571428571	1
clust_1119	0.0909090909090909	0.625	0.571428571428571	1
clust_1120	0.454545454545455	0.625	0.428571428571429	0
clust_1121	0.454545454545455	0.125	0.714285714285714	0
clust_1122	0.454545454545455	0.125	0.714285714285714	0
clust_1123	0.545454545454545	0.125	0.642857142857143	0
clust_1124	0.909090909090909	0.125	0.357142857142857	0
clust_1125	0.181818181818182	0	1	0
clust_1126	0.727272727272727	0.5	0.0714285714285714	1
clust_1127	0.454545454545455	0.5	0.428571428571429	0
clust_1128	0.818181818181818	0.25	0.142857142857143	1
clust_1129	0.181818181818182	0	0.928571428571429	0
clust_1130	0.363636363636364	0	0.785714285714286	0
clust_1131	0.363636363636364	0	0.785714285714286	0
clust_1132	0.727272727272727	0	0.5	0
clust_1133	0	0.5	0.642857142857143	1
clust_1134	0.454545454545455	0.125	0.642857142857143	0
clust_1135	0.909090909090909	0	0.357142857142857	0
clust_1136	0.181818181818182	0.5	0.5	1
clust_1137	0.545454545454545	0	0.5	1
clust_1138	0	0.375	0.785714285714286	0
clust_1139	0.454545454545455	0.375	0.428571428571429	0
clust_1140	0	0	1	0
clust_1141	0	0	1	0
clust_1142	0	0	1	0
clust_1143	0	0	1	0
clust_1144	0	0	1	0
clust_1145	0.454545454545455	0.125	0.571428571428571	0
clust_1146	0	0	1	0
clust_1147	0	0	1	0
clust_1148	0	0	1	0
clust_1149	0	0	1	0
clust_1150	0	0	1	0
clust_1151	0	0	1	0
clust_1152	0	0	1	0
clust_1153	0.727272727272727	0	0.428571428571429	0
clust_1154	0	0	1	0
clust_1155	0	0	1	0
clust_1156	0.545454545454545	0	0.428571428571429	1
clust_1157	0.454545454545455	0.375	0.428571428571429	0
clust_1158	0	0	1	0
clust_1159	0.909090909090909	0	0.285714285714286	0
clust_1160	1	0	0.214285714285714	0
clust_1161	1	0.375	0	0
clust_1162	0.636363636363636	0.25	0.285714285714286	0
clust_1163	0.636363636363636	0.25	0.285714285714286	0
clust_1164	0.636363636363636	0.5	0	1
clust_1165	0.363636363636364	0.375	0.428571428571429	0
clust_1166	0.363636363636364	0.375	0.428571428571429	0
clust_1167	0.272727272727273	0.375	0.5	0
clust_1168	0.363636363636364	0.375	0.428571428571429	0
clust_1169	0	0.5	0.5	1
clust_1170	0	0	0.928571428571429	0
clust_1171	0.545454545454545	0	0.5	0
clust_1172	0.363636363636364	0.125	0.571428571428571	0
clust_1173	0	0.125	0.714285714285714	1
clust_1174	0.454545454545455	0	0.571428571428571	0
clust_1175	0.181818181818182	0.375	0.571428571428571	0
clust_1176	0	0	0.928571428571429	0
clust_1177	0	0	0.928571428571429	0
clust_1178	0	0	0.928571428571429	0
clust_1179	0	0	0.928571428571429	0
clust_1180	0	0	0.928571428571429	0
clust_1181	0	0	0.928571428571429	0
clust_1182	0	0	0.928571428571429	0
clust_1183	0	0	0.928571428571429	0
clust_1184	0	0	0.928571428571429	0
clust_1185	0	0	0.928571428571429	0
clust_1186	0	0	0.928571428571429	0
clust_1187	0	0	0.928571428571429	0
clust_1188	0	0	0.928571428571429	0
clust_1189	0	0	0.928571428571429	0
clust_1190	0	0	0.928571428571429	0
clust_1191	0	0	0.928571428571429	0
clust_1192	0.909090909090909	0	0.214285714285714	0
clust_1193	0.818181818181818	0.5	0	0
clust_1194	0.636363636363636	0.75	0	0
clust_1195	0.545454545454545	0	0.5	0
clust_1196	0.909090909090909	0	0.214285714285714	0
clust_1197	1	0.25	0	0
clust_1198	0.272727272727273	0.5	0.357142857142857	0
clust_1199	0.272727272727273	0.5	0.357142857142857	0
clust_1200	0.727272727272727	0.125	0.142857142857143	0.5
clust_1201	0.0909090909090909	0.625	0.428571428571429	0
clust_1202	0.636363636363636	0.625	0	0
clust_1203	0.727272727272727	0.25	0	1
clust_1204	0.272727272727273	0.375	0.428571428571429	0
clust_1205	0.363636363636364	0.375	0.357142857142857	0
clust_1206	0.363636363636364	0.375	0.357142857142857	0
clust_1207	0.363636363636364	0.375	0.357142857142857	0
clust_1208	0.181818181818182	0.5	0.428571428571429	0
clust_1209	0	0	0.857142857142857	0
clust_1210	0	0.375	0.642857142857143	0
clust_1211	0.545454545454545	0	0.428571428571429	0
clust_1212	0	0.5	0.428571428571429	1
clust_1213	0	0	0.857142857142857	0
clust_1214	0	0	0.857142857142857	0
clust_1215	0	0	0.857142857142857	0
clust_1216	0	0	0.857142857142857	0
clust_1217	0	0	0.857142857142857	0
clust_1218	0.363636363636364	0.25	0.428571428571429	0
clust_1219	0.636363636363636	0	0.285714285714286	0.5
clust_1220	0.363636363636364	0.125	0.357142857142857	1
clust_1221	0.272727272727273	0	0.642857142857143	0
clust_1222	0.454545454545455	0.5	0.142857142857143	0.5
clust_1223	0.0909090909090909	0.5	0.357142857142857	1
clust_1224	0	0.25	0.714285714285714	0
clust_1225	0.545454545454545	0.25	0.285714285714286	0
clust_1226	1	0	0.0714285714285714	0
clust_1227	0.363636363636364	0.25	0.357142857142857	0
clust_1228	0.0909090909090909	0.625	0.214285714285714	1
clust_1229	0	1.125	0	1
clust_1230	0.545454545454545	0.125	0.285714285714286	0
clust_1231	0.363636363636364	0.25	0.357142857142857	0
clust_1232	0.272727272727273	0.375	0.357142857142857	0
clust_1233	0.272727272727273	0.375	0.357142857142857	0
clust_1234	0.272727272727273	0.375	0.357142857142857	0
clust_1235	0.272727272727273	0.375	0.357142857142857	0
clust_1236	0.272727272727273	0.375	0.357142857142857	0
clust_1237	0.272727272727273	0.375	0.357142857142857	0
clust_1238	0.272727272727273	0.375	0.357142857142857	0
clust_1239	0.272727272727273	0.375	0.357142857142857	0
clust_1240	0.272727272727273	0.375	0.357142857142857	0
clust_1241	0.272727272727273	0.375	0.357142857142857	0
clust_1242	0.272727272727273	0.375	0.357142857142857	0
clust_1243	0.272727272727273	0.375	0.357142857142857	0
clust_1244	0.272727272727273	0.375	0.357142857142857	0
clust_1245	0.545454545454545	0.125	0.285714285714286	0
clust_1246	0	0	0.785714285714286	0
clust_1247	0.454545454545455	0	0.428571428571429	0
clust_1248	0	0	0.785714285714286	0
clust_1249	0	0	0.785714285714286	0
clust_1250	0	0	0.785714285714286	0
clust_1251	0	0	0.785714285714286	0
clust_1252	0	0	0.642857142857143	1
clust_1253	0.454545454545455	0.25	0.285714285714286	0
clust_1254	0	0	0.714285714285714	0.5
clust_1255	0.727272727272727	0	0.214285714285714	0
clust_1256	0	0	0.785714285714286	0
clust_1257	0	0	0.785714285714286	0
clust_1258	0	0	0.785714285714286	0
clust_1259	0	1.125	0	1
clust_1260	0.0909090909090909	0.25	0.428571428571429	1
clust_1261	0.454545454545455	0.5	0	1
clust_1262	0.0909090909090909	0.5	0.285714285714286	1
clust_1263	0.0909090909090909	0.5	0.285714285714286	1
clust_1264	0.909090909090909	0	0.0714285714285714	0
clust_1265	1	0	0	0
clust_1266	0.363636363636364	0	0.5	0
clust_1267	0.272727272727273	0.375	0.285714285714286	0
clust_1268	0.545454545454545	0	0.285714285714286	0
clust_1269	0.181818181818182	0.375	0.214285714285714	1
clust_1270	0	1	0	1
clust_1271	0	1	0	1
clust_1272	0	1	0	1
clust_1273	0	1	0	1
clust_1274	0	1	0	1
clust_1275	0	1	0	1
clust_1276	0	1	0	1
clust_1277	0	1	0	1
clust_1278	0	1	0	1
clust_1279	0.181818181818182	0.375	0.214285714285714	1
clust_1280	0	1	0	1
clust_1281	0	1	0	1
clust_1282	0	0.5	0.428571428571429	0
clust_1283	0	0.875	0.142857142857143	0.5
clust_1284	0	1	0	1
clust_1285	0	1	0	1
clust_1286	0	1	0	1
clust_1287	0	1	0	1
clust_1288	0.272727272727273	0.375	0.285714285714286	0
clust_1289	0.272727272727273	0.25	0.357142857142857	0
clust_1290	0.727272727272727	0.125	0.0714285714285714	0
clust_1291	0	1	0	1
clust_1292	0.0909090909090909	0.375	0.285714285714286	1
clust_1293	0.181818181818182	0.25	0.428571428571429	0
clust_1294	0.272727272727273	0	0.5	0
clust_1295	0	0	0.714285714285714	0
clust_1296	0.181818181818182	0.125	0.285714285714286	1.5
clust_1297	0	0.125	0.642857142857143	0
clust_1298	0.272727272727273	0.125	0.428571428571429	0
clust_1299	0.363636363636364	0	0.428571428571429	0
clust_1300	0	0	0.714285714285714	0
clust_1301	0	0	0.714285714285714	0
clust_1302	0.272727272727273	0	0.5	0
clust_1303	0.454545454545455	0	0.357142857142857	0
clust_1304	0.272727272727273	0	0.5	0
clust_1305	0.636363636363636	0.25	0.0714285714285714	0
clust_1306	0.909090909090909	0	0	0
clust_1307	0.909090909090909	0	0	0
clust_1308	0.909090909090909	0	0	0
clust_1309	0.909090909090909	0	0	0
clust_1310	0.909090909090909	0	0	0
clust_1311	0.909090909090909	0	0	0
clust_1312	0.909090909090909	0	0	0
clust_1313	0.909090909090909	0	0	0
clust_1314	0.909090909090909	0	0	0
clust_1315	0.909090909090909	0	0	0
clust_1316	0.909090909090909	0	0	0
clust_1317	0.909090909090909	0	0	0
clust_1318	0.909090909090909	0	0	0
clust_1319	0.909090909090909	0	0	0
clust_1320	0.454545454545455	0	0.357142857142857	0
clust_1321	0.272727272727273	0.25	0.357142857142857	0
clust_1322	0.727272727272727	0	0.142857142857143	0
clust_1323	0.909090909090909	0	0	0
clust_1324	0.909090909090909	0	0	0
clust_1325	0.909090909090909	0	0	0
clust_1326	0.727272727272727	0	0	1
clust_1327	0.363636363636364	0.125	0.285714285714286	0
clust_1328	0.363636363636364	0.125	0.285714285714286	0
clust_1329	0.0909090909090909	0.25	0.428571428571429	0
clust_1330	0.545454545454545	0.375	0	0
clust_1331	0.545454545454545	0.375	0	0
clust_1332	0.181818181818182	0.125	0.428571428571429	0
clust_1333	0.363636363636364	0.375	0.142857142857143	0
clust_1334	0.0909090909090909	0.375	0.357142857142857	0
clust_1335	0.0909090909090909	0.375	0.357142857142857	0
clust_1336	0	0.875	0	1
clust_1337	0	0	0.642857142857143	0
clust_1338	0	0	0.571428571428571	0.5
clust_1339	0.363636363636364	0	0.357142857142857	0
clust_1340	0.0909090909090909	0.125	0.5	0
clust_1341	0.0909090909090909	0	0.571428571428571	0
clust_1342	0	0.25	0.5	0
clust_1343	0	0	0.642857142857143	0
clust_1344	0.545454545454545	0.125	0.142857142857143	0
clust_1345	0.454545454545455	0.25	0.142857142857143	0
clust_1346	0	0	0.5	1
clust_1347	0.545454545454545	0.25	0.0714285714285714	0
clust_1348	0.545454545454545	0.25	0.0714285714285714	0
clust_1349	0.363636363636364	0.25	0.214285714285714	0
clust_1350	0.818181818181818	0	0	0
clust_1351	0.636363636363636	0	0.142857142857143	0
clust_1352	0	0	0.642857142857143	0
clust_1353	0	0	0.642857142857143	0
clust_1354	0	0	0.642857142857143	0
clust_1355	0	0	0.642857142857143	0
clust_1356	0	0	0.642857142857143	0
clust_1357	0.454545454545455	0.125	0.0714285714285714	1
clust_1358	0.181818181818182	0	0.357142857142857	1
clust_1359	0	1	0	0
clust_1360	0	1	0	0
clust_1361	0	1	0	0
clust_1362	0	1	0	0
clust_1363	0	1	0	0
clust_1364	0	1	0	0
clust_1365	0	1	0	0
clust_1366	0.0909090909090909	0.75	0.0714285714285714	0
clust_1367	0.181818181818182	0.625	0.0714285714285714	0
clust_1368	0.181818181818182	0.5	0	1
clust_1369	0	0.25	0.357142857142857	0.5
clust_1370	0.0909090909090909	0.25	0.357142857142857	0
clust_1371	0	0.875	0	0.5
clust_1372	0	1	0	0
clust_1373	0.454545454545455	0.375	0	0
clust_1374	0.181818181818182	0	0.428571428571429	0
clust_1375	0	0.75	0	1
clust_1376	0.363636363636364	0.25	0	1
clust_1377	0	1	0	0
clust_1378	0.454545454545455	0.125	0	1
clust_1379	0.272727272727273	0.25	0.214285714285714	0
clust_1380	0	0.75	0	1
clust_1381	0	1	0	0
clust_1382	0	0	0.571428571428571	0
clust_1383	0	0	0.571428571428571	0
clust_1384	0	0	0.571428571428571	0
clust_1385	0	0	0.571428571428571	0
clust_1386	0	0	0.571428571428571	0
clust_1387	0	0	0.571428571428571	0
clust_1388	0	0	0.571428571428571	0
clust_1389	0	0	0.571428571428571	0
clust_1390	0	0	0.571428571428571	0
clust_1391	0	0	0.571428571428571	0
clust_1392	0	0	0.571428571428571	0
clust_1393	0	0.125	0.5	0
clust_1394	0	0	0.571428571428571	0
clust_1395	0	0	0.571428571428571	0
clust_1396	0	0	0.571428571428571	0
clust_1397	0	0	0.571428571428571	0
clust_1398	0.181818181818182	0	0.428571428571429	0
clust_1399	0	0.375	0.357142857142857	0
clust_1400	0.181818181818182	0	0.428571428571429	0
clust_1401	0	0	0.571428571428571	0
clust_1402	0.454545454545455	0	0.0714285714285714	1
clust_1403	0	0	0.571428571428571	0
clust_1404	0.181818181818182	0.125	0.357142857142857	0
clust_1405	0.363636363636364	0	0.285714285714286	0
clust_1406	0	0	0.571428571428571	0
clust_1407	0	0.875	0	0.5
clust_1408	0	0.75	0	1
clust_1409	0	0.75	0	1
clust_1410	0	0.25	0.285714285714286	1
clust_1411	0	0	0.571428571428571	0
clust_1412	0.0909090909090909	0	0.5	0
clust_1413	0.272727272727273	0	0.357142857142857	0
clust_1414	0	0.125	0.5	0
clust_1415	0.727272727272727	0	0	0
clust_1416	0.727272727272727	0	0	0
clust_1417	0.727272727272727	0	0	0
clust_1418	0.727272727272727	0	0	0
clust_1419	0.727272727272727	0	0	0
clust_1420	0.454545454545455	0.375	0	0
clust_1421	0	0	0.571428571428571	0
clust_1422	0	0	0.571428571428571	0
clust_1423	0	0	0.571428571428571	0
clust_1424	0.363636363636364	0.25	0.142857142857143	0
clust_1425	0	0	0.571428571428571	0
clust_1426	0	0.125	0.5	0
clust_1427	0.363636363636364	0	0.285714285714286	0
clust_1428	0.272727272727273	0.125	0.285714285714286	0
clust_1429	0.272727272727273	0	0.357142857142857	0
clust_1430	0.0909090909090909	0.25	0.357142857142857	0
clust_1431	0.727272727272727	0	0	0
clust_1432	0.727272727272727	0	0	0
clust_1433	0	0.25	0.214285714285714	1
clust_1434	0	0.875	0	0
clust_1435	0	0	0.5	0
clust_1436	0	0.625	0	1
clust_1437	0	0.625	0	1
clust_1438	0.181818181818182	0.25	0.0714285714285714	1
clust_1439	0.545454545454545	0	0.0714285714285714	0
clust_1440	0.181818181818182	0.25	0.214285714285714	0
clust_1441	0.0909090909090909	0.25	0.285714285714286	0
clust_1442	0	0	0.5	0
clust_1443	0.0909090909090909	0.25	0.142857142857143	1
clust_1444	0.545454545454545	0.125	0	0
clust_1445	0	0.25	0.357142857142857	0
clust_1446	0.272727272727273	0	0.285714285714286	0
clust_1447	0	0	0.5	0
clust_1448	0	0	0.5	0
clust_1449	0	0	0.5	0
clust_1450	0	0.125	0.428571428571429	0
clust_1451	0	0	0.5	0
clust_1452	0	0.25	0.357142857142857	0
clust_1453	0	0.125	0.428571428571429	0
clust_1454	0	0	0.5	0
clust_1455	0	0	0.5	0
clust_1456	0	0	0.5	0
clust_1457	0	0.125	0.428571428571429	0
clust_1458	0.0909090909090909	0	0.285714285714286	1
clust_1459	0.0909090909090909	0.25	0.142857142857143	1
clust_1460	0	0.625	0	1
clust_1461	0	0	0.5	0
clust_1462	0	0	0.5	0
clust_1463	0	0.125	0.428571428571429	0
clust_1464	0	0.125	0.428571428571429	0
clust_1465	0.636363636363636	0	0	0
clust_1466	0.454545454545455	0.25	0	0
clust_1467	0.181818181818182	0	0.357142857142857	0
clust_1468	0.636363636363636	0	0	0
clust_1469	0.636363636363636	0	0	0
clust_1470	0.636363636363636	0	0	0
clust_1471	0.0909090909090909	0.125	0.214285714285714	1
clust_1472	0	0	0.5	0
clust_1473	0	0	0.5	0
clust_1474	0	0	0.5	0
clust_1475	0	0	0.5	0
clust_1476	0.272727272727273	0.25	0.142857142857143	0
clust_1477	0.272727272727273	0	0.285714285714286	0
clust_1478	0.454545454545455	0	0	1
clust_1479	0.363636363636364	0.125	0.142857142857143	0
clust_1480	0.636363636363636	0	0	0
clust_1481	0.272727272727273	0	0.214285714285714	0
clust_1482	0	0.5	0	1
clust_1483	0	0.5	0	1
clust_1484	0	0.375	0.214285714285714	0
clust_1485	0	0.5	0	1
clust_1486	0.363636363636364	0.25	0	0
clust_1487	0	0.5	0	1
clust_1488	0	0.125	0.214285714285714	1
clust_1489	0	0.5	0	1
clust_1490	0	0.5	0	1
clust_1491	0	0.5	0	1
clust_1492	0	0.5	0	1
clust_1493	0	0.75	0	0
clust_1494	0.454545454545455	0	0.0714285714285714	0
clust_1495	0.363636363636364	0.25	0	0
clust_1496	0.0909090909090909	0.125	0.285714285714286	0
clust_1497	0	0.5	0	1
clust_1498	0	0.5	0	1
clust_1499	0	0	0.428571428571429	0
clust_1500	0	0	0.428571428571429	0
clust_1501	0	0	0.428571428571429	0
clust_1502	0	0	0.428571428571429	0
clust_1503	0	0	0.428571428571429	0
clust_1504	0	0	0.428571428571429	0
clust_1505	0.0909090909090909	0	0.357142857142857	0
clust_1506	0	0	0.428571428571429	0
clust_1507	0	0	0.428571428571429	0
clust_1508	0	0	0.428571428571429	0
clust_1509	0	0	0.428571428571429	0
clust_1510	0	0	0.428571428571429	0
clust_1511	0	0	0.428571428571429	0
clust_1512	0.272727272727273	0	0.214285714285714	0
clust_1513	0.0909090909090909	0.125	0.285714285714286	0
clust_1514	0	0	0.428571428571429	0
clust_1515	0	0.5	0	1
clust_1516	0.181818181818182	0.5	0	0
clust_1517	0	0.75	0	0
clust_1518	0	0.75	0	0
clust_1519	0	0.75	0	0
clust_1520	0	0.5	0	1
clust_1521	0	0.5	0	1
clust_1522	0	0.75	0	0
clust_1523	0.363636363636364	0	0.142857142857143	0
clust_1524	0.363636363636364	0.25	0	0
clust_1525	0.454545454545455	0.125	0	0
clust_1526	0	0.5	0	1
